security_code,security_name,segment,peer_group,fiscal_year,notice_date,debt_ratio,current_ratio,quick_ratio,cash_to_short_debt,interest_bearing_debt_yi,short_term_debt_yi,ocf_yi,ocf_to_current_liab,capex_yi,fcf_yi,gross_margin,net_margin,roe,roa,deduct_netprofit_yi,interest_coverage,cip_to_assets,revenue_yoy,loss_flag,negative_equity,raw_TOTAL_ASSETS,raw_TOTAL_LIABILITIES,raw_TOTAL_CURRENT_ASSETS,raw_TOTAL_CURRENT_LIAB,raw_INVENTORY,raw_MONETARYFUNDS,raw_SHORT_LOAN,raw_NONCURRENT_LIAB_1YEAR,raw_SHORT_BOND_PAYABLE,raw_LONG_LOAN,raw_BOND_PAYABLE,raw_CIP,raw_TOTAL_PARENT_EQUITY,raw_TOTAL_OPERATE_INCOME,raw_OPERATE_INCOME,raw_OPERATE_COST,raw_NETPROFIT,raw_PARENT_NETPROFIT,raw_DEDUCT_PARENT_NETPROFIT,raw_TOTAL_PROFIT,raw_FE_INTEREST_EXPENSE,raw_NETCASH_OPERATE,raw_CONSTRUCT_LONG_ASSET
000717,中南股份,特钢,core,2021,2022-04-28,0.468118,0.704127,0.398556,1.78702,24.8621,14.7523,33.9218,0.42082,18.1429,15.7789,0.0762575,0.0422596,0.187842,0.100234,19.304,35.9266,0.0927259,0.441344,0,0,20595284690.71,9641021464.23,5675881847.75,8060876745.09,2463174225.06,2636272064.6,1440717040.09,34516500.45,,1010975500.04,,1909717047.38,10954263226.48,45482381970.44,45482381970.44,42014010554.38,1922068202.63,1922068202.63,1930397452.59,2261065465.56,64737692.42,3392175831.99,1814290671.48
000717,中南股份,特钢,core,2022,2023-04-28,0.543637,0.52015,0.288447,1.16251,21.1346,6.17067,10.3345,0.116023,14.0023,-3.66776,0.00128239,-0.0325952,-0.127134,-0.0628643,-12.5309,-15.1016,0.032888,-0.134741,1,0,20214964481.73,10989606929.71,4633145771.7,8907319175.34,2063857392.01,717343554.3,580511808.82,36555255.05,,1496388412.52,0.0,664829602.28,9225357552.02,39354038426.0,39354038426.0,39303571318.63,-1282754606.42,-1282754606.42,-1253087229.0,-1521956626.58,94522251.93,1033450533.99,1400226942.79
000717,中南股份,特钢,core,2023,2024-04-29,0.572202,0.478479,0.248923,1.70092,24.3635,6.03287,13.4718,0.138907,12.9672,0.504583,0.0226107,0.00125661,0.00534671,0.00236168,-2.3382,1.15534,0.0307428,-0.00863649,0,0,21302536089.69,12189343577.64,4640509694.01,9698452607.58,2226346502.16,1026143367.32,570530669.9,32756022.62,,1833067774.71,0.0,654898646.99,9113192512.05,39014157858.5,39014157858.5,38132020131.43,49025435.89,49025435.89,-233820402.09,13139140.75,84582701.82,1347182342.98,1296724012.42
000717,中南股份,特钢,core,2024,2025-04-24,0.611007,0.358829,0.196547,0.46464,26.8484,14.2436,13.0535,0.125305,11.4123,1.64113,-0.00257744,-0.0386144,-0.141447,-0.0578305,-12.5519,-10.7905,0.0206144,-0.200913,1,0,20330559870.98,12422111039.36,3738057414.87,10417375690.56,1690554022.94,661815633.34,413141433.97,1011219394.43,,1260480000.0,0.0,419102603.04,7908448831.62,31175724804.23,31175724804.23,31256078356.62,-1203830999.32,-1203830999.32,-1255192124.01,-1201668730.8,101918508.72,1305345964.08,1141233408.82
000717,中南股份,特钢,core,2025,2026-04-24,0.634124,0.393613,0.254513,0.827362,22.784,10.4562,14.9617,0.153042,9.40312,5.55861,0.0331177,-0.0441473,-0.157426,-0.0595067,-11.7658,-11.4002,0.00899108,-0.161816,1,0,18441922625.17,11694462949.0,3848053935.29,9776234813.21,1359874512.41,865107319.87,200302044.9,845318888.19,,1232780000.0,,165812873.63,6747459676.17,26130997221.14,26130997221.14,25265598388.77,-1153612159.62,-1153612159.62,-1176575356.12,-1135433565.81,91565980.2,1496172795.06,940311608.22
000761,本钢板材,普钢,core,2021,2022-03-26,0.58173,1.13994,0.66121,2.02369,136.409,43.6387,4.13473,0.0194248,13.0498,-8.91503,0.0772735,0.0320949,0.114918,0.0421729,25.1776,4.4096,0.0441398,0.600338,0,0,55147123275.3,32080713259.27,24264586308.6,21285866363.66,10190166138.98,8831095737.85,4053088140.0,310780518.14,,4222821771.74,5054251668.83,2434182101.13,22500969014.3,77912144981.46,77912144981.46,71891598336.96,2533635498.63,2500582902.58,2517758656.14,3435499071.09,1007595231.75,413473454.04,1304976365.56
000761,本钢板材,普钢,core,2022,2023-03-30,0.56424,0.806784,0.287878,0.55442,96.3889,26.3545,12.7636,0.078253,17.0747,-4.31104,0.00570594,-0.0196909,-0.0597226,-0.0242163,-14.1865,-0.803054,0.0710351,-0.196318,1,0,44459650119.11,25085911038.73,13159221761.34,16310720038.48,8463728475.18,1461145641.87,49200000.0,2586250886.43,,1726938302.3,5276502232.78,3158195899.65,18789151216.62,62616621627.6,62616621627.6,62259334854.72,-1206051719.86,-1232976557.37,-1418647368.46,-1080677542.45,599359597.96,1276362965.56,1707467068.85
000761,本钢板材,普钢,core,2023,2024-04-29,0.617402,0.696699,0.302276,2.1798,81.8899,10.1388,43.4623,0.220637,9.94822,33.5141,-0.00850707,-0.0296921,-0.0956102,-0.0362369,-20.6206,-2.72667,0.0926185,-0.0744103,1,0,46517731929.05,28720136028.76,13723949400.21,19698543630.76,7769551774.44,2210057475.05,328000000.0,685881691.76,,1723726700.8,5451381676.38,4308404147.31,17208525613.69,57957301717.02,57957301717.02,58450348769.43,-1648368377.81,-1720871697.0,-2062055810.29,-1547389086.0,415219929.72,4346233881.23,994821507.9
000761,本钢板材,普钢,core,2024,2025-04-04,0.727188,0.523732,0.202024,1.75083,98.634,14.0156,11.0029,0.0482705,9.75205,1.25083,-0.0668547,-0.0982569,-0.346255,-0.107439,-52.216,-11.6579,0.0858751,-0.115446,1,0,45815896140.58,33316762820.42,11938056205.39,22794197694.25,7333084694.27,2453888470.48,371055490.5,1030502916.66,,2891941462.4,5569899459.53,3934442501.5,11887217861.48,51266361501.22,51266361501.22,54693756805.43,-4960117417.26,-5037271398.28,-5221601823.63,-4869680628.18,384713981.73,1100287994.25,975204696.55
000761,本钢板材,普钢,core,2025,2026-04-04,0.812022,0.353882,0.132377,0.154976,132.891,72.746,-17.8882,-0.0622108,22.1574,-40.0455,-0.044162,-0.0849771,-0.397748,-0.0841923,-40.2713,-8.6194,0.0671774,-0.0950743,1,0,45770013536.58,37166242288.53,10175578290.16,28754137008.2,6369194886.12,1127390675.15,333660470.12,6940934862.49,,6014469758.11,,3074712066.38,7935782007.83,46392250494.48,46392250494.48,48441024611.38,-3855414983.85,-3942278349.12,-4027129631.46,-3791909693.52,394193802.9,-1788816767.8,2215737062.01
000825,太钢不锈,特钢,core,2021,2022-04-23,0.474259,0.743025,0.396374,1.08877,113.706,85.64,157.668,0.546103,26.8352,130.833,0.108206,0.0622038,0.185625,0.091956,62.8976,12.8687,0.0292887,0.504572,0,0,67599372310.08,32059589999.32,21452195540.18,28871416652.58,10008324441.45,9324189888.93,5263889663.02,3300108904.09,,2806627581.44,,1979898167.89,35071412341.16,101437349754.32,101437349754.32,90461190769.81,6248306966.82,6309789870.85,6289762085.59,6847034693.67,576898421.76,15766777776.47,2683516261.77
000825,太钢不锈,特钢,core,2022,2023-04-22,0.487396,0.928415,0.54687,3.15606,124.778,35.0732,51.1116,0.199722,36.4245,14.6871,0.0304411,0.00157233,0.00439333,0.00206653,0.873015,1.62423,0.0660178,-0.0372937,0,0,72859392706.2,35511350401.81,23759467570.74,25591421701.4,9764274701.76,11069316377.57,1760333600.8,1746985570.27,,8970441040.08,,4810013220.12,34827743814.46,97654377023.43,97654377023.43,94681667989.1,145130988.59,153545049.76,87301512.24,209276710.24,335257291.95,5111162623.32,3642452708.54
000825,太钢不锈,特钢,core,2023,2024-04-27,0.473703,0.876395,0.50493,10.0997,97.6197,8.27536,26.6637,0.1174,33.5663,-6.90259,0.00665068,-0.0102316,-0.0315948,-0.017985,-17.3786,-3.26781,0.0344427,0.0815469,1,0,68238646355.65,32324863380.32,19904572416.42,22711875382.85,8436659439.45,8357887927.83,299743519.31,527792053.82,,8934431569.84,,2350322811.66,33578545886.66,105617791415.48,105617791415.48,104915361149.99,-1268825580.94,-1080642485.37,-1737864921.35,-1202872995.38,281847571.45,2666367319.41,3356626343.52
000825,太钢不锈,特钢,core,2024,2025-04-28,0.482989,0.733584,0.389666,1.47313,96.33,55.2897,24.3457,0.086807,24.0297,0.316032,0.0120654,-0.00977312,-0.0296632,-0.0143671,-12.4022,-3.49374,0.0324863,-0.0495971,1,0,67532693504.04,32617539003.25,20573951962.13,28045797600.01,9645460564.93,8144892393.1,59006167.15,5469968024.67,,4104023300.69,,2193888509.49,32565451698.55,100379450474.93,100379450474.93,99168335803.7,-975317250.65,-981020109.99,-1240218837.98,-937320987.37,208583627.93,2434572443.42,2402969222.91
000825,太钢不锈,特钢,core,2025,2026-04-28,0.435258,0.626084,0.303143,0.9579,55.3014,50.3588,31.1877,0.119311,17.8858,13.3019,0.0189691,0.000570157,0.00158006,0.00107668,-0.59008,1.59645,0.0214378,-0.0996614,0,0,62032448310.55,27000091361.42,16365734279.12,26139835221.19,8441616527.61,4823872308.65,1529953874.07,3505926663.6,,494263511.98,,1329840945.0,32657691087.31,90375497603.88,90375497603.88,88661154962.63,69750270.35,51528258.9,-59008011.91,114137933.63,191363566.7,3118773232.01,1788580786.71
000898,鞍钢股份,普钢龙头,core,2021,2022-03-31,0.379262,1.06256,0.440229,4.31495,63.64,12.51,129.35,0.422367,45.79,83.56,0.0979136,0.0511607,0.122094,0.074966,68.55,16.5269,0.0470746,0.349018,0,0,98652000000.0,37415000000.0,32541000000.0,30625000000.0,19059000000.0,5398000000.0,650000000.0,601000000.0,,3650000000.0,1463000000.0,4644000000.0,60711000000.0,136120000000.0,136120000000.0,122792000000.0,6998000000.0,6964000000.0,6855000000.0,8959000000.0,577000000.0,12935000000.0,4579000000.0
000898,鞍钢股份,普钢龙头,core,2022,2023-03-31,0.395171,0.808541,0.433064,0.872238,67.38,58.39,61.39,0.169801,42.49,18.9,0.0232697,0.000823975,0.00181945,0.00141073,-0.37,0.31202,0.0694085,-0.0370849,0,0,96991000000.0,38328000000.0,29232000000.0,36154000000.0,13575000000.0,5093000000.0,1579000000.0,4260000000.0,,600000000.0,299000000.0,6732000000.0,58006000000.0,131072000000.0,131072000000.0,128022000000.0,138000000.0,108000000.0,-37000000.0,-269000000.0,391000000.0,6139000000.0,4249000000.0
000898,鞍钢股份,普钢龙头,core,2023,2024-03-29,0.429727,0.773927,0.3051,2.40507,68.78,13.8,16.37,0.0462025,30.63,-14.26,-0.00430904,-0.0281645,-0.0577297,-0.0330391,-33.15,-13.2872,0.0706316,-0.118263,1,0,97506000000.0,41901000000.0,27421000000.0,35431000000.0,16611000000.0,3319000000.0,1380000000.0,,,5199000000.0,299000000.0,6887000000.0,54761000000.0,115571000000.0,115571000000.0,116069000000.0,-3213000000.0,-3255000000.0,-3315000000.0,-4129000000.0,289000000.0,1637000000.0,3063000000.0
000898,鞍钢股份,普钢龙头,core,2024,2025-03-31,0.516087,0.716296,0.341819,2.42476,128.65,18.74,-7.87,-0.0199549,32.51,-40.38,-0.0354326,-0.0677634,-0.139047,-0.0716262,-72.02,-23.6842,0.0576866,-0.0905937,1,0,100578000000.0,51907000000.0,28250000000.0,39439000000.0,14769000000.0,4544000000.0,1174000000.0,700000000.0,,10991000000.0,,5802000000.0,47679000000.0,105101000000.0,105101000000.0,108825000000.0,-7094000000.0,-7122000000.0,-7202000000.0,-7035000000.0,285000000.0,-787000000.0,3251000000.0
000898,鞍钢股份,普钢龙头,core,2025,2026-03-31,0.526523,0.57489,0.300179,0.452987,148.1,86.89,17.88,0.0409491,46.34,-28.46,-0.0125245,-0.0423521,-0.0881092,-0.0404062,-42.18,-10.7289,0.0244475,-0.0860981,1,0,97065000000.0,51107000000.0,25102000000.0,43664000000.0,11995000000.0,3936000000.0,8070000000.0,619000000.0,,6121000000.0,,2373000000.0,44661000000.0,96052000000.0,96052000000.0,97255000000.0,-3993000000.0,-4068000000.0,-4218000000.0,-3894000000.0,332000000.0,1788000000.0,4634000000.0
000932,华菱钢铁,普钢,core,2021,2022-04-30,0.522798,0.933105,0.721166,0.62275,134.96,123.734,65.1508,0.121485,45.6472,19.5036,0.128542,0.0564173,0.244767,0.106109,95.7353,27.292,0.0695111,0.472394,0,0,106559469087.9,55709118287.46,50041245492.89,53628729427.14,11366023758.16,7705539992.27,8436789069.04,3936627626.14,,1122616095.42,,7407068454.23,45409684593.46,171575067193.52,171175965546.23,149172720169.36,10467702743.74,9679800515.23,9573529248.75,11944343708.94,454296505.03,6515080225.82,4564722544.76
000932,华菱钢铁,普钢,core,2022,2023-03-24,0.51882,1.16675,0.921487,2.12077,161.746,52.6197,94.5748,0.189159,60.958,33.6168,0.103232,0.0378242,0.133794,0.0678439,62.1144,28.383,0.0521994,-0.0171259,0,0,119689947964.57,62097493121.43,58334424570.79,49997483812.0,12262397480.45,11159395812.37,4614795171.47,647171219.27,,10912649245.0,,6247737590.88,49939038526.46,168636696961.67,168098510170.45,150745435546.47,7674822355.46,6378551865.89,6211444187.8,8673347479.52,316742329.07,9457476637.36,6095796963.81
000932,华菱钢铁,普钢,core,2023,2024-03-30,0.516712,1.28486,1.00429,0.986017,212.701,56.9562,52.726,0.101646,62.0949,-9.3689,0.0940265,0.0308793,0.0984232,0.0525242,46.7953,18.6678,0.0404938,-0.0247363,0,0,133132535874.34,68791134732.86,66648100939.95,51872068720.32,14553682492.0,5615975850.16,3050677983.95,2644939348.95,,15574439689.39,,5391036508.35,53259733032.33,164465255132.63,163896801679.06,148486157101.66,6639651808.75,5078574342.84,4679532395.74,7486588658.9,423742267.31,5272597431.09,6209487493.94
000932,华菱钢铁,普钢,core,2024,2025-03-22,0.560157,0.926473,0.755626,0.783956,249.542,141.032,57.7776,0.0821249,47.2586,10.519,0.0683618,0.0140427,0.0380069,0.022753,13.0574,9.92898,0.055284,-0.120272,0,0,148105621458.95,82962356129.34,65180542932.08,70353385992.08,12019675036.39,11056280655.95,8757297511.05,5345886678.29,,10851011807.19,,8187866529.55,53655723386.05,144684700167.57,144111823748.32,134260076926.49,3199510246.73,2031760338.73,1305743626.56,4141378575.8,463813193.46,5777763140.86,4725862133.77
000932,华菱钢铁,普钢,core,2025,2026-03-31,0.534612,0.910942,0.743154,1.09505,161.368,93.8029,65.7396,0.0930098,61.3625,4.37715,0.0971419,0.0214441,0.0477459,0.0260937,23.0853,21.6171,0.048452,-0.158579,0,0,148540136349.77,79411409395.66,64385680471.82,70680323227.42,11859325422.96,10271851022.76,4402093684.94,4978195874.0,,6756533170.08,,7197068406.48,55698911357.37,121740718036.91,121137836576.22,109370276385.35,3870294431.45,2610615029.92,2308525356.84,4819522663.92,233763290.56,6573964816.44,6136250193.57
000959,首钢股份,普钢,core,2021,2022-04-29,0.672141,0.461198,0.307599,0.287856,499.224,357.297,153.932,0.190285,32.7034,121.229,0.117229,0.0534385,0.201297,0.057307,70.1423,5.21013,0.0480905,0.663319,0,0,149442546290.82,100446388993.42,37308892774.96,80895523439.48,12425502043.91,10284988713.99,25278373316.25,10451293628.2,,11692710000.0,2500000000.0,7186767838.55,41647543198.14,132984304668.28,132984304668.28,117394695070.53,8418676740.39,7106480663.26,7014226910.72,9907905959.65,2353346784.74,15393189844.23,3270336323.78
000959,首钢股份,普钢,core,2022,2023-04-21,0.650314,0.452048,0.296402,0.281702,442.131,336.188,100.442,0.130712,26.3901,74.0522,0.0598823,0.00951854,0.0251027,0.0103161,10.5251,1.96212,0.0535901,-0.111608,0,0,143191520398.78,93119440963.81,34736529923.74,76842561369.21,11960246748.15,9470472522.05,29580006103.39,4038768022.6,,10594350000.0,,7673649852.77,47947672865.42,118142183549.47,118142183549.47,111067555320.28,1509415399.52,1124540659.14,1052510876.43,1793113877.83,1863709861.13,10044235497.8,2639013873.8
000959,首钢股份,普钢,core,2023,2024-04-22,0.604273,0.504692,0.315753,0.326911,407.881,279.99,61.5431,0.0954857,17.6638,43.8793,0.0466811,0.00583462,0.0136265,0.00537068,5.27672,1.61666,0.0386898,-0.0370802,0,0,137519661128.33,83099397029.15,32528745920.11,64452658882.95,12177610585.9,9153205626.37,26661355641.29,1337686760.5,,12789060000.0,,5320613251.88,49473789412.65,113761443633.43,113761443633.43,108450939228.35,753804844.21,663754519.41,527672139.72,900319899.5,1459986955.71,6154306071.82,1766380951.48
000959,首钢股份,普钢,core,2024,2025-04-18,0.585435,0.528074,0.342511,0.35403,367.959,249.319,63.4222,0.103165,2.29495,61.1273,0.0407967,0.00442015,0.00966259,0.00447738,2.19517,1.64056,0.0247122,-0.0465839,0,0,132047608185.06,77305271480.4,32464214479.18,61476591817.35,11407824092.03,8826637471.96,22251284791.74,2680572602.44,,11864070000.0,,3263187574.42,49757985979.64,108461993386.29,108461993386.29,104037105620.31,603477891.83,479418078.55,219517106.6,753761787.72,1176723369.76,6342221368.59,229495323.18
000959,首钢股份,普钢,core,2025,2026-04-18,0.557276,0.536608,0.356419,0.445637,327.967,243.302,81.3668,0.141937,3.57051,77.7963,0.0501884,0.00967403,0.0198951,0.00836529,9.91939,2.58954,0.0216618,-0.0511108,0,0,124933669457.96,69622557173.85,30761579650.26,57325934265.92,10329511689.2,10842460836.85,21445498282.76,2884730749.14,,7966470000.0,500000000.0,2706288021.43,50330692591.43,102918417572.91,102918417572.91,97753107217.37,1074861508.94,995635969.34,991939291.02,1290204582.81,811686090.52,8136677049.73,357050854.36
002075,沙钢股份,普钢,core,2021,2022-04-09,0.374521,1.50381,1.12202,0.434184,7.30727,7.30727,30.7065,0.552358,9.29855,21.408,0.178582,0.0601665,0.195903,0.147746,9.50475,65.5367,0.0348807,0.281414,0,0,15394589855.74,5765596825.61,8359969746.43,5559177252.0,2122442444.69,317269834.68,730726833.33,,,,,536973392.99,6129680887.48,18487246481.64,18487246481.64,15185758101.24,2111565083.37,1112313221.03,950475152.57,2644646248.53,40978933.91,3070654574.17,929855357.54
002075,沙钢股份,普钢,core,2022,2023-04-24,0.419148,1.34668,1.03906,0.776249,20.8983,19.9383,10.0612,0.147847,7.86248,2.19873,0.0859219,0.0249325,0.0722923,0.0497217,3.20488,19.4407,0.0624917,-0.0169852,0,0,16859055271.22,7066438440.15,9164339529.36,6805130688.83,2093429344.01,1547709881.88,1993830680.53,,,96000000.0,,1053551193.98,6405642994.44,18173237633.19,18173237633.19,16611758834.43,801852931.75,453103794.45,320487559.89,876379370.17,47524213.37,1006121125.2,786248237.73
002075,沙钢股份,普钢,core,2023,2024-04-26,0.572099,1.20322,1.03389,0.718422,93.9391,90.2117,-1.39204,-0.0105971,7.28984,-8.68188,0.0640834,0.0144092,0.0341899,0.0155973,0.363716,4.75635,0.041777,-0.14067,0,0,23979534841.19,13718666383.22,15805448278.15,13135998469.92,2224328569.37,6481010825.26,8856627174.99,164546600.0,,372733400.0,,1001792872.45,6757630736.88,15616806031.02,15616806031.02,14616027920.19,318486347.63,225025197.56,36371633.73,375689069.53,100014449.95,-139203688.07,728984112.45
002075,沙钢股份,普钢,core,2024,2025-04-09,0.592662,1.1568,1.01789,0.894106,102.51,99.5343,4.11927,0.0297344,4.61643,-0.497153,0.0475371,0.0112777,0.0247074,0.00752151,0.233404,3.05224,0.00375617,-0.0768752,0,0,24356419350.26,14435121663.36,16025819676.87,13853541207.68,1924502733.37,8899423741.12,9589294107.96,364140000.0,,297600000.0,,91486790.22,6403042252.82,14416260853.07,14416260853.07,13730953471.97,181779788.03,162582929.15,23340409.07,235663081.9,114832152.69,411927396.4,461642745.38
002075,沙钢股份,普钢,core,2025,2026-04-24,0.535915,1.23649,1.10605,0.77219,81.4417,78.3929,14.304,0.126277,4.48218,9.8218,0.0910238,0.0203812,0.0412335,0.0211238,1.6788,4.72383,0.00594389,-0.089843,0,0,22215054229.06,11905389873.21,14006285237.69,11327425427.49,1477587219.35,6053422811.15,7680794910.83,158500083.11,,304875084.63,,132043728.3,6568133598.47,13121060568.37,13121060568.37,11926732235.04,491883623.78,267423331.53,167879609.46,571593371.33,153495908.62,1430398285.67,448218420.31
002110,三钢闽光,普钢,core,2021,2022-04-27,0.493259,0.988688,0.835665,0.952088,94.1491,80.0415,9.81351,0.0473508,22.7825,-12.969,0.122986,0.0634093,0.182795,0.0895598,40.4739,18.2605,0.132126,0.290248,0,0,45975548316.41,22677873611.35,20490668410.89,20725101065.7,3171420811.83,7620657827.46,7302657100.0,701496000.87,,1410760000.0,,6074569927.45,23174535314.94,62752952985.2,62752952985.2,55035188173.53,3997728103.48,3979122327.84,4047393866.6,5249948383.78,304158964.5,981350646.21,2278246618.98
002110,三钢闽光,普钢,core,2022,2023-04-28,0.537832,0.836949,0.70798,0.484998,127.313,112.359,-8.96796,-0.0392857,26.8034,-35.7714,0.0553453,0.00269399,0.00625994,0.00326033,2.03376,1.60349,0.0584236,-0.176804,0,0,46324996283.24,24915054548.01,19105481363.47,22827532519.12,2944039720.08,5449378342.32,10461120244.45,774767620.9,,1495450697.78,,2706470898.14,21287984098.25,51657970223.67,51657970223.67,48798945271.2,150465000.61,139166253.75,203375540.2,170025626.42,281736936.21,-896796330.63,2680343996.98
002110,三钢闽光,普钢,core,2023,2024-04-26,0.573963,0.714427,0.580628,0.460887,152.023,122.079,12.5,0.051971,38.2756,-25.7756,0.0531055,-0.0139265,-0.0320229,-0.013945,-1.91961,-1.64917,0.0829795,-0.0719569,1,0,48195065875.78,27662163007.24,17183298884.9,24051851335.15,3218118047.22,5626477932.01,11448379544.37,759562970.47,,2994375671.27,,3999200964.66,20410021656.17,47940824086.51,47940824086.51,45394902685.02,-659041882.15,-667645957.54,-191960563.75,-883992165.11,333685938.6,1249997812.02,3827559310.66
002110,三钢闽光,普钢,core,2024,2025-04-26,0.624899,0.56678,0.45779,0.395112,209.516,187.785,22.1629,0.0754082,30.2612,-8.09828,0.0425399,-0.0277177,-0.0645168,-0.0254171,-7.31068,-3.00506,0.0341859,-0.0392651,1,0,51645680061.52,32273315773.88,16657982218.3,29390535975.77,3203292681.73,7419632630.56,14737605537.71,4040930046.1,,2173088772.31,,1765555931.33,19165227463.01,46058420988.7,46058420988.7,44099102049.66,-1268831764.24,-1276634966.99,-731068037.63,-1607312970.18,401320868.79,2216287357.68,3026115050.28
002110,三钢闽光,普钢,core,2025,2026-04-25,0.606919,0.550543,0.435022,0.36516,197.602,159.873,25.8944,0.100462,16.8966,8.99786,0.0667,0.000629703,0.00140166,0.000650905,0.189627,1.16634,0.00289504,-0.0657818,0,0,50136726147.88,30428943488.38,14190496186.73,25775456553.43,2977602722.29,5837917419.17,14779506502.76,1207797620.02,,3772884991.13,,145147727.57,19496296213.2,43028613537.06,43028613537.06,40158606997.81,33125349.31,27095227.64,18962663.4,63377091.7,381003036.18,2589444011.21,1689658266.11
600010,包钢股份,普钢,core,2021,2022-04-15,0.566104,0.625594,0.333157,0.701238,302.026,158.929,109.744,0.164983,9.4992,100.245,0.111824,0.03326,0.0530534,0.0216815,28.6079,2.99226,0.00706931,0.454172,0,0,147967935976.92,83765170674.95,41613491206.89,66518419412.06,19452400015.83,11144705140.31,10245334190.28,5647573809.51,,9373121470.13,4936614126.17,1046030570.81,55265907820.05,86183145818.41,86183145818.41,76545813980.84,3167565113.97,2866448328.14,2860791649.68,3689666402.28,1851998384.57,10974430211.47,949920047.75
600010,包钢股份,普钢,core,2022,2023-04-22,0.581527,0.564601,0.307709,0.560905,339.266,198.62,20.6686,0.0304832,9.77238,10.8962,0.0773268,-0.0100648,-0.0134889,-0.00977818,-8.34341,0.298492,0.0107382,-0.162577,1,0,146730092026.64,85327488131.17,38281766794.41,67803212192.52,17418133447.81,11140722719.39,7739585388.61,12122459055.95,,11046546797.23,3018014397.63,1575609976.05,52436289284.07,72171753910.7,72171753910.7,66590945799.89,-1440804701.25,-726393292.86,-834340591.5,-1222866234.87,1743196564.83,2066857519.91,977238014.25
600010,包钢股份,普钢,core,2023,2024-04-19,0.595039,0.556477,0.321247,0.419453,373.572,220.947,-9.88633,-0.0140885,17.5622,-27.4485,0.0971847,0.00730203,0.00988468,0.00019835,4.3355,1.21911,0.00795117,-0.0222575,0,0,151775636822.69,90312365348.1,39049844456.24,70173297001.29,16506867799.36,9267674799.02,7946314922.22,14148358722.08,,13444075372.55,1818484997.64,1206793629.48,51820117324.04,70565388599.27,70565388599.27,63707515990.9,29604240.56,515270562.53,433549802.12,420260389.9,1918024932.33,-988633395.95,1756215974.62
600010,包钢股份,普钢,core,2024,2025-04-19,0.604798,0.579791,0.371293,0.584824,411.004,240.898,23.7729,0.0335354,18.3903,5.3826,0.0787696,0.00388649,0.0051021,0.000135216,-0.421643,1.0434,0.00793204,-0.0350873,0,0,155125400366.74,93819588934.83,41100769641.26,70888881034.96,14780255970.94,14088316070.69,8957005258.12,15132838878.6,,15462025315.39,1548498314.44,1230460969.67,51913300388.93,68089440629.67,68089440629.67,62726063636.55,20748912.46,264629175.96,-42164252.85,85836275.26,1977859745.5,2377288640.25,1839028234.78
600010,包钢股份,普钢,core,2025,2026-04-18,0.594836,0.582087,0.356185,0.464202,414.076,189.362,25.7099,0.0412241,16.2211,9.48871,0.0966092,0.00563045,0.00718793,0.00251434,3.97741,1.2837,0.0108302,-0.0254359,0,0,151673460592.94,90220811562.78,36302495347.5,62366145939.46,14088606164.41,8790225628.85,6654205227.51,12281999129.21,,20230899828.68,2240527913.56,1642649006.94,52044946910.67,66357524000.64,66357524000.64,59946775960.1,385698209.46,373622495.09,397741138.03,490435929.21,1728720296.19,2570985391.52,1622114632.18
600019,宝钢股份,普钢龙头,core,2021,2022-04-29,0.446052,1.08698,0.726799,0.900344,450.374,222.649,598.689,0.435715,239.223,359.466,0.109436,0.0646845,0.125833,0.0716764,236.04,17.1391,0.036227,0.294249,0,0,380397561387.78,169676987929.2,149355024850.44,137403761417.63,49490104273.93,20046019497.55,10933476710.7,11331377983.86,,14772576054.99,8000000000.0,13780666523.72,190933625512.68,365342216708.55,364349298085.03,324476452147.78,26455020746.38,23631996672.59,23604000000.0,30708256355.43,1902718718.71,59868871185.01,23922283906.76
600019,宝钢股份,普钢龙头,core,2022,2023-04-28,0.457936,1.21461,0.895068,1.65642,416.525,145.795,447.19,0.310575,224.23,222.96,0.0584197,0.0330215,0.0632169,0.0360341,106.04,10.3916,0.0345294,0.0101704,0,0,398248855120.13,182372500741.3,174888751278.04,143987701319.26,46010011667.02,24149748702.7,4600479316.91,9979013625.0,,21572996767.32,5500000000.0,13751308302.68,194622909788.5,369057887767.24,367778242419.77,346292763685.36,14028915936.76,12186850692.42,10604000000.0,15044047743.21,1601858970.04,44718962772.18,22422951623.81
600019,宝钢股份,普钢龙头,core,2023,2024-04-27,0.414607,1.19896,0.806584,1.89268,453.688,137.193,253.021,0.222025,210.287,42.7346,0.0620417,0.0346337,0.0604841,0.0354925,104.53,11.3645,0.0353398,-0.0655448,0,0,376051483588.01,155913671276.7,136634582274.55,113960638574.84,44715749054.95,25966142926.48,3657718543.53,10061540666.87,,31149492394.84,500000000.0,13289584147.15,200325316592.29,344868073284.2,344500428314.62,323127038210.52,13740916450.22,11944052177.22,10453000000.0,15085835698.34,1455536119.08,25302147693.51,21028689613.48
