security_code,security_name,period,available_by,debt_ratio,current_ratio,quick_ratio,cash_ratio,gross_margin,net_margin,roe,ocf_to_revenue,revenue_growth,parent_netprofit,deduct_netprofit,equity,ocf,revenue,negative_equity,last_trade_date,ret_20d,ret_60d,max_drawdown_60d,vol_20d,dist_52w_low,excess_ret_60d,guarantee_exposure_wan,guarantee_exposure_basis,guarantee_to_equity
600019,宝钢股份,20250331,2025-04-30,0.39348365,1.234546,0.868735,0.214184,0.07221091,0.03795479,0.0121,0.059756,-0.09817603,2434085745.8,2399000000.0,223191772639.17,4355039917.42,72879660120.95,0,2025-04-30,-0.06557377049180335,-0.02488335925349927,-0.13583815028901725,0.36680149855217736,0.24652087475149087,-0.03407701647347228,0.0,,0.0
000898,鞍钢股份,20250331,2025-04-30,0.52080265,0.608225,0.291312,0.071798,0.00530324,-0.02157183,-0.0117,0.015191,-0.09888254,-554000000.0,-587000000.0,48167000000.0,381000000.0,25079000000.0,0,2025-04-30,-0.05737704918032793,0.00877192982456143,-0.15384615384615385,0.40860895408254133,0.27071823204419876,-0.0004217273954115752,0.0,,0.0
000709,河钢股份,20250331,2025-04-30,0.7490070600000001,0.470344,0.328573,0.209519,0.09157228999999999,0.008073519999999999,0.0034000000000000002,0.093746,0.09384423,232240222.54,132513935.64,68544876990.92,3050639787.18,32541367595.46,0,2025-04-30,-0.032258064516129004,0.009615384615384581,-0.12831858407079644,0.43476308736656455,0.2962962962962963,0.0004217273954115752,0.0,,0.0
000959,首钢股份,20250331,2025-04-30,0.5827776800000001,0.544709,0.369391,0.094152,0.0511264,0.013254630000000002,0.006600000000000001,-0.047501,-0.10177886000000001,329460473.0,348677588.68,54963542471.86,-1235656639.5,26580334050.88,0,2025-04-30,0.06626506024096401,0.19594594594594605,-0.17827298050139273,0.5466449018050838,0.4331983805668016,0.18675228872597305,25400.0,新增担保合计,0.004621245075861729
000932,华菱钢铁,20250331,2025-04-30,0.572418,0.956573,0.801337,0.15599,0.09081151999999999,0.02765939,0.010400000000000001,0.011332,-0.18404692,562046632.67,450732513.73,66097660102.02,342569697.59,30229632530.74,0,2025-04-30,-0.0378947368421052,0.08037825059101644,-0.16633663366336626,0.5502648320471802,0.44164037854889604,0.07118459337104344,0.0,,0.0
600282,南钢股份,20250331,2025-04-30,0.57858157,0.767093,0.548268,0.180452,0.11793518000000001,0.03931413,0.022000000000000002,0.052769,-0.14932477,578440790.24,499059123.48,28357071917.73,757401619.02,14352960916.09,0,2025-04-30,-0.08584686774941985,-0.06855791962174951,-0.1399548532731376,0.36314530246677595,0.1005586592178771,-0.07775157684172251,0.0,,0.0
600808,马钢股份,20250331,2025-04-30,0.6533766900000001,0.448097,0.294792,0.156268,0.02703474,-0.00551821,-0.0062,0.013619,-0.04740803,-144080456.0,-155387734.0,27221907671.0,264555584.0,19424908533.0,0,2025-04-30,-0.034700315457413256,-0.06990881458966569,-0.21142857142857152,0.48189145795573823,0.728813559322034,-0.0791024718096387,0.0,,0.0
600010,包钢股份,20250331,2025-04-30,0.59718852,0.563004,0.347526,0.103776,0.08250628000000002,0.00042712,0.0009,-0.063966,-0.13041626,44964320.33,38612651.78,61315779885.81,-987203012.4,15433215974.75,0,2025-04-30,-0.03888888888888897,-0.028089887640449507,-0.1361256544502618,0.37877428236340005,0.2536231884057971,-0.03728354486042251,0.0,,0.0
000761,本钢板材,20250331,2025-04-30,0.7464658300000001,0.522905,0.216969,0.09116,-0.03502348,-0.060532890000000006,-0.0666,-0.0338,-0.16870615,-766311108.86,-768926383.01,11765011716.11,-417024548.77,12337783878.17,0,2025-04-30,-0.007957559681697535,0.12650602409638556,-0.19951923076923073,0.46119921152204113,0.6923076923076925,0.11731236687641255,0.0,,0.0
601003,柳钢股份,20250331,2025-04-30,0.6760018200000001,0.597545,0.363205,0.220055,0.06558457,0.02705761,0.030600000000000002,0.018835,-0.14355612,260464845.54,244170775.14,21221749294.16,322451230.49,17118885410.45,0,2025-04-30,0.05369127516778538,0.16728624535315983,-0.16352201257861632,0.5599410688649218,0.30833333333333335,0.15809258813318683,0.0,,0.0
600507,方大特钢,20250331,2025-04-30,0.54562204,1.162951,1.032974,0.710983,0.10042975,0.057763049999999996,0.026600000000000002,0.115286,-0.16029329,250339629.2,208573469.94,9842904232.96,500979835.51,4345536510.38,0,2025-04-30,0.052238805970149516,0.07633587786259555,-0.12293144208037832,0.4958270627214091,0.2589285714285716,0.06714222064262254,40000.0,新增担保合计,0.0406384122544399
600782,新钢股份,20250331,2025-04-30,0.46663037,0.907507,0.700199,0.103699,0.030634039999999998,0.00177394,0.00087,0.000926,-0.22537206999999998,12469099.02,-72552600.0,26706428793.52,8102532.29,8748725206.72,0,2025-04-30,-0.035264483627204024,0.0942857142857143,-0.19545454545454555,0.47800669667635703,0.5443548387096775,0.0850920570657413,0.0,,0.0
002110,三钢闽光,20250331,2025-04-30,0.63102911,0.623189,0.507319,0.235318,0.05821389,0.007148710000000001,0.0039000000000000003,-0.197908,-0.032157460000000006,75481107.75,58173633.74,19452919568.47,-2145648897.41,10841612236.46,0,2025-04-30,-0.02842377260981921,0.15337423312883436,-0.21689497716894968,0.5594223616601254,0.49800796812749004,0.14418057590886135,0.0,,0.0
600022,山东钢铁,20250331,2025-04-30,0.58532924,0.445166,0.295935,0.164479,0.047850659999999996,0.00559402,-0.0046,0.078883,-0.15656539,-90118916.92,-18186337.05,28110860309.26,1785219511.06,18088462319.3,0,2025-04-30,-0.029629629629629672,-0.07092198581560272,-0.15753424657534243,0.4042990784884803,0.15929203539823034,-0.08011564303557572,0.0,,0.0
601005,重庆钢铁,20250331,2025-04-30,0.53369582,0.377437,0.282862,0.200147,0.0058243999999999995,-0.017752220000000003,-0.0070999999999999995,0.061794,-0.1450701,-117415223.32,-118020124.25,16498786026.25,408717209.61,6614111791.79,0,2025-04-30,-0.030303030303030276,-0.05185185185185193,-0.16666666666666663,0.39948787328655155,0.26732673267326734,-0.06104550907182493,0.0,,0.0
600569,安阳钢铁,20250331,2025-04-30,0.89902554,0.533307,0.278056,0.194757,0.06442951,0.00210787,0.0069,0.014446,-0.12507102,18291831.47,8413622.29,4525529684.77,107534443.38,7443574570.49,0,2025-04-30,0.016483516483516425,0.016483516483516425,-0.17821782178217827,0.4378384491962918,0.42307692307692313,0.007289859263543419,0.0,,0.0
