security_code,security_name,period,available_by,debt_ratio,current_ratio,quick_ratio,cash_ratio,gross_margin,net_margin,roe,ocf_to_revenue,revenue_growth,parent_netprofit,deduct_netprofit,equity,ocf,revenue,negative_equity,last_trade_date,ret_20d,ret_60d,max_drawdown_60d,vol_20d,dist_52w_low,excess_ret_60d,guarantee_exposure_wan,guarantee_exposure_basis,guarantee_to_equity
600019,宝钢股份,20240331,2024-04-30,0.40831727,1.251453,0.834728,0.210533,0.05129453,0.02829855,0.0096,-0.037251,0.024437890000000004,1926223623.36,1576000000.0,222073397115.71,-3010465278.05,80813621073.22,0,2024-04-30,0.04647160068846823,0.1428571428571428,-0.05666666666666664,0.22130247981973059,0.2854122621564481,0.18390336886638525,0.0,,0.0
000898,鞍钢股份,20240331,2024-04-30,0.45293716000000006,0.742315,0.333535,0.0823,-0.034524370000000006,-0.06034451,-0.030699999999999998,0.027465,-0.11350667,-1656000000.0,-1688000000.0,53744000000.0,703000000.0,27831000000.0,0,2024-04-30,0.0,-0.020325203252032464,-0.09999999999999998,0.27177440920751456,0.0758928571428572,0.020721022757209995,0.0,,0.0
000709,河钢股份,20240331,2024-04-30,0.74230074,0.494017,0.350323,0.23328,0.09387017,0.0061740399999999996,0.0019,0.105696,-0.06598676,159058190.27,65319279.96,67173731234.9,3144418655.14,29749544329.24,0,2024-04-30,0.02970297029702973,0.040000000000000036,-0.054187192118226535,0.21411089674227812,0.1063829787234043,0.0810462260092425,0.0,,0.0
000959,首钢股份,20240331,2024-04-30,0.60437364,0.514118,0.327807,0.09328,0.030024799999999997,-0.00026700000000000004,-0.0005,-0.063628,0.02872406,-24299128.19,-36576878.99,54327415083.28,-1879566177.08,29539538645.3,0,2024-04-30,-0.003215434083601254,-0.02515723270440251,-0.1124260355029586,0.3616297258508281,0.06164383561643838,0.01588899330483995,0.0,,0.0
000932,华菱钢铁,20240331,2024-04-30,0.53290232,1.308653,1.039726,0.138103,0.058636640000000004,0.0196623,0.0073,0.004955,-0.07133911999999999,391534073.51,322512398.26,65033899608.62,183602859.61,37048248754.01,0,2024-04-30,-0.0127388535031846,-0.03526970954356845,-0.13257575757575757,0.4878726509176678,0.15384615384615397,0.005776516465674009,0.0,,0.0
600282,南钢股份,20240331,2024-04-30,0.61175749,0.911815,0.660281,0.233741,0.10300139,0.03289793,0.020800000000000003,0.022744,-0.05727067,553932298.76,427313578.2,28441285914.24,383747741.13,16872433286.28,0,2024-04-30,0.15250000000000008,0.47756410256410264,-0.047826086956521685,0.26087474841963953,0.6289752650176679,0.5186103285733451,0.0,,0.0
600808,马钢股份,20240331,2024-04-30,0.62561911,0.530433,0.266851,0.11646,0.01587205,-0.01694993,-0.0113,-0.064128,-0.10313443,-310998961.0,-424082999.0,31937127066.0,-1307684219.0,20391635931.0,0,2024-04-30,-0.02868852459016391,-0.13186813186813184,-0.15412186379928317,0.31233929340392264,0.004237288135593209,-0.09082190585888938,0.0,,0.0
600010,包钢股份,20240331,2024-04-30,0.59722417,0.597093,0.347522,0.122951,0.07429063000000001,0.0004436,0.0012,-0.016806,0.034874630000000004,63626145.36,53855002.77,61520429761.54,-298273485.09,17747820440.4,0,2024-04-30,0.0,0.08843537414965996,-0.07647058823529407,0.26471827932287023,0.15107913669064765,0.12948160015890242,0.0,,0.0
000761,本钢板材,20240331,2024-04-30,0.6370721300000001,0.694186,0.30246,0.095247,-0.02943987,-0.05922902,-0.053700000000000005,0.035132,-0.06190806,-900193069.81,-917000630.43,16722475634.28,507436074.62,14841663989.2,0,2024-04-30,-0.044642857142857095,-0.055882352941176494,-0.1574344023323615,0.3920320967630304,0.11072664359861584,-0.014836126931934035,0.0,,0.0
601003,柳钢股份,20240331,2024-04-30,0.6829937800000001,0.743153,0.360592,0.123678,0.04988409,0.00191391,0.0042,-0.189077,0.16450357000000002,37494961.84,30129259.28,21311711212.54,-3779347449.27,19988333072.03,0,2024-04-30,0.02517985611510798,-0.04682274247491647,-0.1688311688311689,0.4101512982835373,0.11328125,-0.005776516465674009,0.0,,0.0
600507,方大特钢,20240331,2024-04-30,0.5562028800000001,1.110114,0.960507,0.717085,0.0650695,0.019280870000000002,0.0101,0.342476,-0.18720980999999998,93414973.81,157201634.79,9609347997.86,1772336922.85,5175064694.24,0,2024-04-30,-0.01025641025641022,-0.049261083743842304,-0.13013698630136983,0.20423268380598522,0.02933333333333321,-0.008214857734599845,0.0,,0.0
600782,新钢股份,20240331,2024-04-30,0.46769343,1.046702,0.824354,0.17039,0.0022594200000000003,-0.01357963,-0.005889999999999999,-0.002082,-0.50624866,-156119154.35,-240596300.0,27147958544.25,-23524407.16,11294099879.88,0,2024-04-30,0.10031347962382431,0.110759493670886,-0.06990881458966569,0.3104805023900568,0.2145328719723183,0.15180571968012846,0.0,,0.0
002110,三钢闽光,20240331,2024-04-30,0.61209631,0.722962,0.603103,0.280273,0.039475380000000004,-0.009258830000000001,-0.005200000000000001,-0.046702,-0.06417376,-105354512.42,-106726129.57,20505980183.16,-523156422.08,11201834864.61,0,2024-04-30,-0.005633802816901401,-0.061170212765957466,-0.11886304909560719,0.27088484173226896,0.035190615835777095,-0.020123986756715007,0.0,,0.0
600022,山东钢铁,20240331,2024-04-30,0.56037194,0.496995,0.312199,0.209138,0.0014216300000000001,-0.03454766,-0.030600000000000002,0.066246,-0.0776014,-637556720.33,-644980141.09,29836952681.12,1512403503.71,22829820833.43,0,2024-04-30,-0.022556390977443663,-0.02985074626865669,-0.10218978102189791,0.19359616447097008,0.05691056910569103,0.011195479740585768,0.0,,0.0
601005,重庆钢铁,20240331,2024-04-30,0.47559741000000005,0.421392,0.197954,0.065736,-0.02096558,-0.04314108,-0.017,-0.107658,-0.2611141,-333758307.26,-334357280.13,19525588669.78,-832893230.43,7736437619.53,0,2024-04-30,-0.03076923076923077,-0.07352941176470595,-0.1294964028776978,0.21488928649166542,0.04132231404958686,-0.032483185755463495,0.0,,0.0
600569,安阳钢铁,20240331,2024-04-30,0.8396395400000001,0.587646,0.305125,0.237567,-0.03134211,-0.06413482000000001,-0.08539999999999999,-0.034871,-0.13810567,-483950766.71,-498160821.65,6872248192.48,-296675761.7,8507632906.16,0,2024-04-30,-0.05434782608695654,-0.13861386138613863,-0.23423423423423428,0.6861666264649674,0.07407407407407396,-0.09756763537689617,0.0,,0.0
600581,八一钢铁,20240331,2024-04-30,0.95311087,0.32598,0.179759,0.053128,-0.01502728,-0.11845392,-0.2604,0.04157,-0.12943071,-411807941.08,-417290348.86,1437287304.69,145081443.3,3490035219.09,0,2024-04-30,-0.012987012987012991,-0.1032448377581121,-0.19186046511627908,0.43730297035375737,0.09352517985611519,-0.06219861174886965,0.0,,0.0
600231,凌钢股份,20240331,2024-04-30,0.53375343,0.603291,0.346247,0.263354,-0.05351477,-0.061641800000000004,-0.044000000000000004,-0.121949,-0.06268763,-319584884.42,-323095873.81,7109813591.38,-632253269.77,5184547532.62,0,2024-04-30,-0.005747126436781658,-0.14778325123152702,-0.2222222222222221,0.39655142393685155,0.07453416149068315,-0.10673702522228457,274400.0,新增担保合计,0.3859454210342237
600307,酒钢宏兴,20240331,2024-04-30,0.7909611200000001,0.44331,0.166566,0.063145,0.0638297,-0.06325103,-0.0525,-0.104315,-0.2126442,-519092875.05,-523547969.37,9642608000.87,-856104993.66,8206867298.88,0,2024-04-30,-0.03623188405797084,-0.08904109589041087,-0.14093959731543626,0.22027090847484707,0.0390625,-0.04799486988116841,0.0,,0.0
002075,沙钢股份,20240331,2024-04-30,0.54318788,1.231225,1.04455,0.979876,0.04683176,0.01255663,0.0074,-0.016234,-0.04587203,49911776.76,8171718.0,9922996235.84,-32318664.65,3764740613.14,0,2024-04-30,-0.08920187793427226,0.1378299120234603,-0.196078431372549,0.3974357809472459,0.3710247349823321,0.17887613803270275,0.0,,0.0
000708,中信特钢,20240331,2024-04-30,0.62315179,1.059671,0.691221,0.123331,0.12305589,0.04996061,0.0346,-0.049075,0.01643807,1359809828.84,1337744667.0,42976535028.7,-1395168766.51,28428786439.94,0,2024-04-30,0.03120243531202438,0.15221088435374153,-0.08117816091954033,0.3918767021148978,0.24084249084249088,0.19325711036298399,12000.0,累计余额,0.00279222138126918
000825,太钢不锈,20240331,2024-04-30,0.47154798,0.89347,0.448142,0.312367,0.01204617,0.00022522000000000002,0.0001,-0.036647,-0.05571168,3351987.77,-44578317.14,35924549759.73,-896507409.31,24462941677.88,0,2024-04-30,0.07541899441340782,0.04336043360433606,-0.11671087533156499,0.2976776065296779,0.1561561561561562,0.08440665961357852,0.0,,0.0
600399,抚顺特钢,20240331,2024-04-30,0.46766446,1.844705,0.968566,0.237693,0.12170075000000001,0.05529927,0.0177,-0.188919,0.03128823,114548291.12,106131845.05,6532533426.11,-391331869.01,2071424997.25,0,2024-04-30,-0.013071895424836666,-0.09036144578313243,-0.20579268292682917,0.4432918437811975,0.15930902111324374,-0.04931521977388997,0.0,,0.0
000717,中南股份,20240331,2024-04-30,0.5781373399999999,0.453644,0.230554,0.098738,-0.01986673,-0.03839287,-0.0345,0.00976,-0.11314795,-309050388.53,-328551811.83,8804142123.52,78570805.03,8049681151.74,0,2024-04-30,-0.06808510638297882,-0.11693548387096775,-0.28771929824561415,0.30122182034137124,0.07881773399014791,-0.07588925786172529,0.0,,0.0
