security_code,security_name,period,available_by,debt_ratio,current_ratio,quick_ratio,cash_ratio,gross_margin,net_margin,roe,ocf_to_revenue,revenue_growth,parent_netprofit,deduct_netprofit,equity,ocf,revenue,negative_equity,last_trade_date,ret_20d,ret_60d,max_drawdown_60d,vol_20d,dist_52w_low,excess_ret_60d,guarantee_exposure_wan,guarantee_exposure_basis,guarantee_to_equity
600019,宝钢股份,20240930,2024-10-31,0.40510022999999995,1.171101,0.813308,0.209583,0.0526171,0.028364479999999997,0.034300000000000004,0.064393,-0.04905744000000001,5882122270.58,5488000000.0,218434985268.04,15638349281.42,242855678089.72,0,2025-01-27,-0.004643962848297267,0.048939641109298604,-0.09355828220858886,0.2723426847458664,0.30161943319838036,0.13859760508420255,0.0,,0.0
000898,鞍钢股份,20240930,2024-10-31,0.48810896,0.709696,0.314898,0.080003,-0.035477720000000004,-0.06381447999999999,-0.09730000000000001,-0.003948,-0.07778139,-5084000000.0,-5084000000.0,50625000000.0,-313000000.0,79261000000.0,0,2025-01-27,-0.08064516129032262,-0.08433734939759052,-0.1897810218978102,0.21903860190041863,0.2596685082872927,0.005320614577313421,0.0,,0.0
000709,河钢股份,20240930,2024-10-31,0.74758083,0.523318,0.379796,0.243737,0.08526323,0.0072068,0.0073,0.088073,-0.06592809,568692711.23,275277898.07,68575991784.34,7868991976.46,89346199055.34,0,2025-01-27,-0.041474654377880116,-0.05022831050228305,-0.1610169491525424,0.2358307391800704,0.28395061728395055,0.039429653472620896,0.0,,0.0
000959,首钢股份,20240930,2024-10-31,0.59524758,0.531196,0.356709,0.086367,0.037406419999999996,0.00375613,0.0040999999999999995,0.008026,-0.03587592,203669296.35,2309094.92,54381483677.95,657908706.95,81969596350.56,0,2025-01-27,-0.03583061889250816,-0.0864197530864198,-0.16666666666666674,0.21246307382232288,0.19838056680161942,0.0032382108884841387,0.0,,0.0
000932,华菱钢铁,20240930,2024-10-31,0.58808044,1.179031,1.011487,0.182064,0.06972999,0.02465329,0.0327,0.076289,-0.07154819,1770988335.91,1492605776.61,65485138880.03,8518932876.07,111666353286.81,0,2025-01-27,0.06281407035175901,-0.03203661327231111,-0.20088300220750555,0.40095561671815916,0.3343848580441642,0.05762135070259283,0.0,,0.0
600282,南钢股份,20240930,2024-10-31,0.59325392,0.779507,0.544818,0.153914,0.11883873,0.03584774,0.0671,0.034328,-0.12549976,1753517272.52,1568254801.35,27519417500.81,1692105161.92,49291087788.11,0,2025-01-27,0.0,0.05750000000000011,-0.09245742092457432,0.26615651430199305,0.46366782006920415,0.14715796397490405,0.0,,0.0
600808,马钢股份,20240930,2024-10-31,0.63739981,0.480958,0.29074,0.160324,-0.00348262,-0.044885219999999997,-0.09570000000000001,0.041447,-0.16780674,-2534866334.0,-2622521897.0,29512427056.0,2549554855.0,61513212884.0,0,2025-01-27,0.04113924050632911,0.38818565400843874,-0.10094637223974756,0.5868294219250647,0.8587570621468927,0.4778436179833427,0.0,,0.0
600010,包钢股份,20240930,2024-10-31,0.6030193899999999,0.577975,0.333743,0.129521,0.07877131000000001,-0.01394443,-0.01,0.018,-0.06937262,-516439883.45,-570014272.58,60835360809.7,897619923.1,49865338798.82,0,2025-01-27,-0.07291666666666663,-0.05319148936170204,-0.19545454545454555,0.2241036682548216,0.2898550724637683,0.036466474613201905,0.0,,0.0
000761,本钢板材,20240930,2024-10-31,0.6867385899999999,0.645817,0.288101,0.125399,-0.05454787,-0.07845827,-0.20440000000000003,0.032624,-0.07664541,-3192607074.11,-3329075037.62,14459473779.02,1299996358.43,40214610054.66,0,2025-01-27,0.0030211480362536403,-0.09289617486338808,-0.22340425531914887,0.4737782832810427,0.502262443438914,-0.0032382108884841387,0.0,,0.0
601003,柳钢股份,20240930,2024-10-31,0.6771684600000001,0.617766,0.339936,0.16926,0.03563318,-0.01025563,-0.0355,0.002768,-0.06856874,-307411081.42,-340131082.41,20711555915.9,146991711.95,53095916209.2,0,2025-01-27,-0.03237410071942437,-0.1433121019108281,-0.21052631578947378,0.20315484513499224,0.12083333333333335,-0.05365413793592416,0.0,,0.0
