split,file_name,security_code,security_name,announcement_date,target_pattern,announcement_title,source_url,download_date,sha256,page_count,text_char_count,empty_pages,is_text_pdf
guarantee,guarantee_004_600282_guarantee_progress_foreign_currency.pdf,600282,南钢股份,2026-05-07,guarantee_progress_foreign_currency,关于对外提供担保的进展公告,https://stockmc.xueqiu.com/202605/600282_20260507_V0FG.pdf,2026-09-23,6fcd9bc86500b80e424c6d3791d18a68bf5edaa82b1bcb101ba1bcb437514fe2,3,2308,0,True
